page_id,section,page_name,url,page_type,market,language,primary_keyword,secondary_keywords,search_intent,buyer_stage,source_cluster,page_role,excluded_keywords,cannibalization_boundary,priority,mapping_status,verification_status,notes,title,meta_description,h1,canonical,robots,schema_type,breadcrumb_parent,primary_internal_link_sources,last_reviewed_date,target_sitemap,exception_directive,delivery_status,source_manifest
RES-PROC,RESOURCES,Chloride vs Sulfate Titanium Dioxide,/resources/chloride-vs-sulfate-titanium-dioxide/,Buying guide,GLOBAL,EN,chloride vs sulfate titanium dioxide,high opacity titanium dioxide | high hiding power titanium dioxide | weather resistant titanium dioxide | blue undertone titanium dioxide,I,Awareness / Technical Evaluation,PRODUCT-05,Compare process-selection considerations and route to process and grade pages.,supplier-page primary terms | exact grade primary terms,"Resource owns research/comparison/update intent; Market, Product, and Application pages own commercial procurement intent.",P2,APPROVED_USER_GATE_0_1,QUALITATIVE_KEYWORD_EVIDENCE,"User-approved Gate 0/1 direction on 2026-09-05: production route can influence base-pigment formation, but the route label alone is insufficient to establish a grade-level performance conclusion. Gate 2 and public eligibility remain separate.",Chloride vs Sulfate Titanium Dioxide | Buyer Guide,"Compare chloride and sulfate titanium dioxide routes, learn what route labels can indicate, and identify the grade-level evidence buyers still need to check.",Chloride vs Sulfate Titanium Dioxide: A Buyer’s Evaluation Guide,https://tio2products.com/resources/chloride-vs-sulfate-titanium-dioxide/,"index, follow",WebPage|BreadcrumbList,RES-000,RES-000|HOME-001,2026-09-13,YES,NO_ROUTE_ONLY_GRADE_PERFORMANCE_CONCLUSION,CURRENT_APPROVED_OR_PRERELEASE_VALUE_DELIVERED,pages/resources/05_review/RES-PROC_CURRENT_GATE9_COMPARATIVE_REVIEW_MANIFEST_V0.16.md
RES-CHEMOURS,RESOURCES,Chemours Titanium Dioxide Alternatives,/resources/chemours-titanium-dioxide-alternatives/,Technical guide,GLOBAL,EN,chemours titanium dioxide alternative,ti-pure alternative titanium dioxide | tronox titanium dioxide alternative | kronos titanium dioxide alternative | venator titanium dioxide alternative | lomon billions titanium dioxide alternative | citic titanium dioxide alternative | cnnc titanium dioxide alternative | titanium dioxide replacement equivalent | titanium dioxide grade alternative | titanium dioxide equivalent grade,I,Awareness / Technical Evaluation,BRAND-01,Support buyers researching Chemours alternatives without asserting unverified equivalence.,supplier-page primary terms | exact grade primary terms,"Resource owns research/comparison/update intent; Market, Product, and Application pages own commercial procurement intent.",P3,APPROVED_PUBLICATION_TARGET_2026-09-13,QUALITATIVE_KEYWORD_EVIDENCE,Comparison and alternative claims require technical evidence and careful wording.,How to Evaluate Chemours Titanium Dioxide Alternatives,"Use the exact Ti-Pure grade, application, documented product facts and your own qualification criteria to evaluate another titanium dioxide supply source.",How to Evaluate a Chemours Titanium Dioxide Alternative,https://tio2products.com/resources/chemours-titanium-dioxide-alternatives/,"index, follow",TechArticle|BreadcrumbList,RES-000,RES-000|HOME-001,2026-09-13,YES,NO_UNVERIFIED_EQUIVALENCE,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/resources/chemours-alternatives/RES-CHEMOURS_CURRENT_GATE_BASELINE_MANIFEST_V0.21.md
RES-R706,RESOURCES,Ti-Pure R-706 Alternative Direction,/resources/ti-pure-r-706-alternative/,Technical guide,GLOBAL,EN,ti-pure r-706 alternative equivalent,tronox cr-828 alternative equivalent | kronos 2310 titanium dioxide alternative equivalent | tioxide tr92 alternative equivalent | blr-895 alternative equivalent titanium dioxide | cnnc r-216 alternative equivalent titanium dioxide | citic r-5566 titanium dioxide alternative equivalent,I,Awareness / Technical Evaluation,BRAND-02,"Address R-706 comparison intent with evidence-gated, non-equivalence language.",supplier-page primary terms | exact grade primary terms,"Resource owns research/comparison/update intent; Market, Product, and Application pages own commercial procurement intent.",P2,APPROVED_PUBLICATION_TARGET_2026-09-13,QUALITATIVE_KEYWORD_EVIDENCE,Comparison and alternative claims require technical evidence and careful wording.,Ti-Pure R-706 Qualification Guide | TiO2 Malaysia,"Use Ti-Pure R-706 product facts, document labels and coating test dimensions to prepare an independent titanium dioxide qualification brief.",Qualify Another TiO2 Supply When Ti-Pure R-706 Is Your Reference,https://tio2products.com/resources/ti-pure-r-706-alternative/,"index, follow",WebPage|BreadcrumbList,RES-000,RES-000|HOME-001,2026-09-13,YES,NO_UNVERIFIED_EQUIVALENCE,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/resources/r706-alternative/RES-R706_CURRENT_GATE_BASELINE_MANIFEST_V0.9.md
RES-TRADE-EU,RESOURCES,EU Titanium Dioxide Trade Update,/resources/eu-titanium-dioxide-anti-dumping-duty/,Market & trade update,EU,EN,eu titanium dioxide anti dumping duty,titanium dioxide import duty eu | titanium dioxide customs duty eu,I,Awareness / Technical Evaluation,TRADE-EU-01,Own detailed EU trade-policy query and link to the EU procurement page.,supplier-page primary terms | exact grade primary terms,"Resource owns research/comparison/update intent; Market, Product, and Application pages own commercial procurement intent.",P2,APPROVED_PUBLICATION_TARGET_2026-09-13,OFFICIAL_SOURCE_UPDATE_REQUIRED,Show source and last-updated date; do not imply duty avoidance.,EU Titanium Dioxide Anti-Dumping Duty Update | TiO2 Malaysia,"Check the current EU anti-dumping measure for specified China-origin titanium dioxide, the 2026 reinvestigation and shipment inputs to verify.",EU Titanium Dioxide Anti-Dumping Duty: Current Measure and 2026 Review,https://tio2products.com/resources/eu-titanium-dioxide-anti-dumping-duty/,"index, follow",WebPage|BreadcrumbList,RES-000,RES-000|HOME-001,2026-09-13,YES,CURRENT_OFFICIAL_SOURCE_AND_DATE_REQUIRED,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/resources/eu-trade/RES-TRADE-EU_CURRENT_GATE_BASELINE_MANIFEST_V0.10.md
RES-TRADE-UK,RESOURCES,UK Titanium Dioxide Trade Update,/resources/uk-titanium-dioxide-anti-dumping-investigation/,Market & trade update,UK,EN,uk titanium dioxide anti dumping investigation,titanium dioxide import registration uk | titanium dioxide import duty uk,I,Awareness / Technical Evaluation,TRADE-UK-01,Own detailed UK trade-policy query and link to the UK procurement page.,supplier-page primary terms | exact grade primary terms,"Resource owns research/comparison/update intent; Market, Product, and Application pages own commercial procurement intent.",P2,APPROVED_PUBLICATION_TARGET_2026-09-13,OFFICIAL_SOURCE_UPDATE_REQUIRED,Show source and last-updated date; do not imply duty avoidance.,UK Titanium Dioxide Anti-Dumping Investigation | TiO2 Malaysia,"Check the active UK AD0086 investigation, rutile titanium dioxide import registration, written scope, key dates and shipment inputs to verify.",UK Rutile Titanium Dioxide: Active AD0086 Investigation and Import Registration,https://tio2products.com/resources/uk-titanium-dioxide-anti-dumping-investigation/,"index, follow",WebPage|BreadcrumbList,RES-000,RES-000|HOME-001,2026-09-13,YES,CURRENT_OFFICIAL_SOURCE_AND_DATE_REQUIRED,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/resources/uk-trade/RES-TRADE-UK_CURRENT_GATE_BASELINE_MANIFEST_V0.11.md
RES-TRADE-IN,RESOURCES,India Titanium Dioxide Trade Update,/resources/india-titanium-dioxide-anti-dumping-duty/,Market & trade update,INDIA,EN,india titanium dioxide anti dumping duty,titanium dioxide customs duty india,I,Awareness / Technical Evaluation,TRADE-IN-01,Own detailed India trade-policy query and link to the India procurement page.,supplier-page primary terms | exact grade primary terms,"Resource owns research/comparison/update intent; Market, Product, and Application pages own commercial procurement intent.",P2,APPROVED_PUBLICATION_TARGET_2026-09-13,OFFICIAL_SOURCE_UPDATE_REQUIRED,Show source and last-updated date; do not imply duty avoidance.,India Titanium Dioxide Anti-Dumping Duty Status | TiO2 Malaysia,"Check the quashed 2025 India TiO2 levy, DGTR’s 2026 recommendation, product scope, producer paths and shipment inputs to verify.","India Titanium Dioxide Anti-Dumping Duty: 2025 Levy Quashed, 2026 Recommendation Explained",https://tio2products.com/resources/india-titanium-dioxide-anti-dumping-duty/,"index, follow",WebPage|BreadcrumbList,RES-000,RES-000|HOME-001,2026-09-13,YES,CURRENT_OFFICIAL_SOURCE_AND_DATE_REQUIRED,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/resources/india-trade/RES-TRADE-IN_CURRENT_GATE_BASELINE_MANIFEST_V0.10.md
RES-TRADE-BR,RESOURCES,Brazil Titanium Dioxide Trade Update,/resources/brazil-titanium-dioxide-anti-dumping-duty/,Market & trade update,BRAZIL,EN,brazil titanium dioxide anti dumping duty,direito antidumping dióxido de titânio brasil | titanium dioxide import duty brazil,I,Awareness / Technical Evaluation,TRADE-BR-01,Own detailed Brazil trade-policy query and link to the Brazil procurement page.,supplier-page primary terms | exact grade primary terms,"Resource owns research/comparison/update intent; Market, Product, and Application pages own commercial procurement intent.",P2,APPROVED_PUBLICATION_TARGET_2026-09-13,OFFICIAL_SOURCE_UPDATE_REQUIRED,Show source and last-updated date; do not imply duty avoidance.,Brazil Titanium Dioxide Anti-Dumping Duty | TiO2 Malaysia,"Check Brazil’s definitive TiO2 anti-dumping measure, China-origin scope, four USD/t bands, exclusions and shipment inputs to verify.","Brazil Titanium Dioxide Anti-Dumping Duty: Current Measure, Scope and Rates",https://tio2products.com/resources/brazil-titanium-dioxide-anti-dumping-duty/,"index, follow",WebPage|BreadcrumbList,RES-000,RES-000|HOME-001,2026-09-13,YES,CURRENT_OFFICIAL_SOURCE_AND_DATE_REQUIRED,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/resources/brazil-trade/RES-TRADE-BR_CURRENT_GATE_BASELINE_MANIFEST_V0.12.md
CONV-RFQ,CONVERSION,Request a Quote,/request-a-quote/,RFQ conversion page,GLOBAL,EN,titanium dioxide quote supplier,titanium dioxide quotation | buy titanium dioxide bulk | titanium dioxide wholesaler | titanium dioxide distributor | titanium dioxide sourcing supplier,T,RFQ / Purchase,BUYER-01,"Capture destination, application, grade/specification, quantity, packaging, document, and sample requirements.",informational product and application primary terms,RFQ page owns quotation and purchase-action intent; commercial landing pages link here and retain supplier/product intent.,P0,APPROVED_PUBLICATION_TARGET_2026-09-13,QUALITATIVE_KEYWORD_EVIDENCE,Form workflow and field validation remain for the conversion design.,Request a Titanium Dioxide Quote | TiO2 Malaysia,"Request a titanium dioxide quotation from TiO2 Malaysia by providing your grade, application, quantity in metric tonnes and destination for review.",Request a Titanium Dioxide Quote,https://tio2products.com/request-a-quote/,"index, follow",WebPage|BreadcrumbList,HOME-001,GLOBAL_CHROME_FIXED_RFQ|HOME-001,2026-09-13,YES,FORM_SUCCESS_REQUIRES_PROVIDER_ACKNOWLEDGEMENT,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/conversion/request-a-quote/05_review/CONV-RFQ_CURRENT_GATE9_BASELINE_MANIFEST_V1.6.md
CONV-SAMPLE,CONVERSION,Request a Sample,/request-sample/,Sample conversion page,GLOBAL,EN,titanium dioxide sample supplier,request titanium dioxide sample | TiO2 sample request,T,Technical Evaluation,BUYER-01,Capture qualified sample requests and application context.,generic supplier terms | exact grade primary terms,Sample page owns sample-action intent; grade pages own model intent and pass the selected grade into this workflow.,P1,APPROVED_PUBLICATION_TARGET_2026-09-13,QUALITATIVE_KEYWORD_EVIDENCE,"Sample qualification, freight, and quantity rules remain for the conversion design.",Request a Titanium Dioxide Sample | TiO2 Malaysia,"Request a Malaysia-origin titanium dioxide sample for technical evaluation by sharing the grade, application, destination and test objective for human review.",Request a Titanium Dioxide Sample for Technical Evaluation,https://tio2products.com/request-sample/,"index, follow",WebPage|BreadcrumbList,HOME-001,PRODUCT_GRADE_PAGES|APPLICATION_PAGES,2026-09-13,YES,FORM_SUCCESS_REQUIRES_PROVIDER_ACKNOWLEDGEMENT,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/conversion/request-sample/05_review/CONV-SAMPLE_GATE9_CURRENT_BASELINE_MANIFEST_V0.3.md
CONTACT-001,ABOUT,Contact,/contact/,Utility contact page,GLOBAL,EN,NO_PRIMARY_KEYWORD,contact TiO2 Malaysia | contact IKHLAS Titanium,N,Contact,N/A,Provide verified company contact channels and route commercial users to RFQ.,supplier | product | application | document primary terms,Contact is a utility page and must not be optimized as a commercial supplier landing page.,P1,APPROVED_PUBLICATION_TARGET_2026-09-13,CONTACT_DETAILS_REQUIRED,Use verified entity details and domain email addresses only.,Contact TiO2 Malaysia | General Inquiries,"Contact TiO2 Malaysia with a general company or business inquiry, or use the dedicated pages to request a quote, product documents or a sample.",Contact TiO2 Malaysia,https://tio2products.com/contact/,"index, follow",ContactPage|BreadcrumbList,HOME-001,GLOBAL_CHROME_FOOTER|HOME-001,2026-09-13,YES,VERIFIED_CONTACT_DETAILS_REQUIRED,CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION,pages/contact/CONTACT-001_CURRENT_GATE_BASELINE_MANIFEST_V0.14.md
LEGAL-PRIV-EN,LEGAL,Privacy Policy / Privacy Notice,/privacy-policy/,Legal / privacy page,GLOBAL,EN,NO_PRIMARY_KEYWORD,N/A,N,Navigation,N/A,"Explain verified personal-data processing, recipients, retention, rights, transfers and privacy contact routes.",supplier | product | market | application | document | RFQ commercial terms,Privacy owns legal transparency only and must not compete with commercial or informational landing pages.,P0,APPROVED_LEGAL_ARCHITECTURE,FACT_EVIDENCE_REQUIRED,Footer utility page; current and planned providers must be distinguished; no Terms dependency.,Privacy Policy | TiO2 Malaysia,"Learn how TiO2 Malaysia handles general business inquiry data, retention, necessary Cookies and privacy requests.",Privacy Policy,https://tio2products.com/privacy-policy/,"index, follow",WebPage|BreadcrumbList,HOME-001,GLOBAL_CHROME_FOOTER|SHARED_CONSENT,2026-09-13,YES,MUST_MATCH_ACTUAL_GA4_AND_CONSENT_BEHAVIOUR,CURRENT_GATE6_GA4_DELIVERY_VALUE_DELIVERED_PENDING_GATE8_9_PARITY,pages/legal-privacy/05_review/LEGAL-PRIV-EN_CURRENT_GATE6_GA4_DELIVERY_MANIFEST_V1.4.md
LEGAL-PRIV-MS,LEGAL,Dasar Privasi / Notis Perlindungan Data Peribadi,/ms/privacy-policy/,Legal / privacy page,GLOBAL,MS-MY,NO_PRIMARY_KEYWORD,N/A,N,Navigation,N/A,Provide the approved Bahasa Malaysia counterpart to the verified English privacy notice.,supplier | product | market | application | document | RFQ commercial terms,Bahasa Malaysia Privacy owns language-equivalent legal transparency only and must not target commercial queries.,P0,APPROVED_LEGAL_ARCHITECTURE,FACT_EVIDENCE_REQUIRED,Independent URL; reciprocal hreflang is active after the user-confirmed Malay legal equivalence review on 2026-09-23.,Dasar Privasi | TiO2 Malaysia,"Ketahui cara TiO2 Malaysia mengendalikan data pertanyaan perniagaan umum, tempoh penyimpanan, Kuki yang diperlukan dan permintaan privasi.",Dasar Privasi,https://tio2products.com/ms/privacy-policy/,"index, follow",WebPage|BreadcrumbList,HOME-001,GLOBAL_CHROME_FOOTER|SHARED_CONSENT,2026-09-13,YES,NONE,CURRENT_GATE6_GA4_DELIVERY_VALUE_DELIVERED_PENDING_GATE8_9_PARITY,pages/legal-privacy/05_review/LEGAL-PRIV-MS_CURRENT_GATE6_GA4_DELIVERY_MANIFEST_V1.4.md
LEGAL-COOKIE-EN,LEGAL,Cookie Policy,/cookie-policy/,Legal / cookie page,GLOBAL,EN,NO_PRIMARY_KEYWORD,N/A,N,Navigation,N/A,"Explain verified Cookies, Local Storage, consent categories, providers, durations and preference controls.",supplier | product | market | application | document | RFQ commercial terms,Cookie Policy owns storage and consent transparency only; Cookie Settings remains a non-page functional control.,P0,APPROVED_LEGAL_ARCHITECTURE,FACT_EVIDENCE_REQUIRED,Footer utility page; local preview uses necessary session storage, while the indexable HTTPS production host enables optional GA4 only after explicit consent. Recheck the deployed Cookie inventory at release.,Cookie Policy | TiO2 Malaysia,Learn which necessary Cookies TiO2 Malaysia uses for its contact form and how to review browser storage.,Cookie Policy,https://tio2products.com/cookie-policy/,"index, follow",WebPage|BreadcrumbList,HOME-001,GLOBAL_CHROME_FOOTER|SHARED_CONSENT,2026-09-13,YES,MUST_MATCH_ACTUAL_STORAGE_INVENTORY,CURRENT_GATE6_GA4_DELIVERY_VALUE_DELIVERED_PENDING_GATE8_9_PARITY,pages/legal-privacy/05_review/LEGAL-COOKIE-EN_CURRENT_GATE6_GA4_DELIVERY_MANIFEST_V1.2.md
SYS-404,SYSTEM,Page Not Found,RUNTIME_FALLBACK,Global system recovery page,GLOBAL,EN,NO_PRIMARY_KEYWORD,N/A,N,Navigation recovery,N/A,Recover visitors from unknown tio2-my URLs through approved existing destinations.,supplier | product | market | application | document | RFQ | sample | help commercial terms,No search ownership; existing commercial and utility pages retain their intent; no separate indexable /404/ route.,P1,APPROVED_USER_PAGE_ADDITION,NO_DIRECT_KEYWORD_TARGET,"2026-09-08 approved design and SYS_404_CONV_THANK_PAGE_ADDITION_DECISION_V1.0.md; real HTTP 404; noindex, follow; excluded from sitemap; Gate 0 registered; Gate 1 APPROVED / CLOSED; CONTENT_INTENT_CONFIRMED=YES; Gate 2+ development and publication remain unauthorized.",Page Not Found | TiO2 Malaysia,NONE,Let’s help you find what you need.,NONE,"noindex, follow",NONE,HOME-001,RUNTIME_FALLBACK_ONLY,2026-09-13,NO,RUNTIME_FALLBACK_NOT_AN_INDEXABLE_ROUTE,CURRENT_APPROVED_OR_PRERELEASE_VALUE_DELIVERED,pages/system/404/SYS-404_CURRENT_GATE_BASELINE_MANIFEST_V0.16.md
CONV-THANK,CONVERSION,Thank You,/thank-you/,Shared form-result utility page,GLOBAL,EN,NO_PRIMARY_KEYWORD,N/A,N,Post-submission confirmation,N/A,Show approved Quote Documents or Sample receipt only after receiver positive acknowledgement and a valid short-lived browser-session marker; direct or invalid access offers request choices.,supplier | product | market | application | document | RFQ | sample | help commercial terms,No search ownership; RFQ Documents and Sample source pages retain collection and action intent; query variants are one utility page.,P1,APPROVED_USER_PAGE_ADDITION,NO_DIRECT_KEYWORD_TARGET,"2026-09-08 approved design and SYS_404_CONV_THANK_PAGE_ADDITION_DECISION_V1.0.md; actual utility route HTTP 200; noindex, nofollow; excluded from sitemap; no PII or request data in URL marker analytics or rendered content; Gate 0 registered; Gate 1 APPROVED / CLOSED; CONTENT_INTENT_CONFIRMED=YES; Gate 2+ development and publication remain unauthorized.",Thank You | TiO2 Malaysia,"View confirmation and next steps for a TiO2 Malaysia quotation, document or sample request, or choose the request you would like to make.",How can we help?,https://tio2products.com/thank-you/,"noindex, nofollow",WebPage,HOME-001,CONV-RFQ|CONV-DOC|CONV-SAMPLE,2026-09-13,NO,POST_SUBMISSION_UTILITY_NO_PII,CURRENT_APPROVED_OR_PRERELEASE_VALUE_DELIVERED,pages/conversion/thank-you/CONV-THANK_CURRENT_GATE_BASELINE_MANIFEST_V0.16.md
